1059954721	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								CRM	GANG						CRM			0	020	020	02	1	3.0	4	1	4	-3.37078651685393	4	Ballintober, Wicklow, Ireland	EI	EI31	18309	53.0989	-6.57222	418888	4	Ballintober, Wicklow, Ireland	EI	EI31	18309	53.0989	-6.57222	418888	4	Ballintober, Wicklow, Ireland	EI	EI31	18309	53.0989	-6.57222	418888	20220824103000	https://www.sundayworld.com/crime/irish-crime/brave-una-93-back-behind-shop-counter-as-gardai-step-up-the-hunt-for-ruthless-burglary-gang/1770581170.html
1059954722	20220824	202208	2022	2022.6411	IRL	DUBLIN	IRL								CRM	CRIMINAL						CRM			0	036	036	03	1	4.0	6	1	6	-12.6811594202899	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
1059954723	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								CRM	CRIMINAL						CRM			0	036	036	03	1	4.0	1	1	1	-12.6811594202899	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
1059954724	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								CRM	CRIMINAL						CRM			0	036	036	03	1	4.0	1	1	1	-12.6811594202899	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
1059954725	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								CRM	GANG						CRM			1	043	043	04	1	2.8	6	1	6	-3.37078651685393	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	20220824103000	https://www.sundayworld.com/crime/irish-crime/brave-una-93-back-behind-shop-counter-as-gardai-step-up-the-hunt-for-ruthless-burglary-gang/1770581170.html
1059954726	20220824	202208	2022	2022.6411	IRL	DUBLIN	IRL								CRM	CRIMINAL						CRM			0	173	173	17	4	-5.0	6	1	6	-12.6811594202899	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
1059954727	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								CRM	CRIMINAL						CRM			0	173	173	17	4	-5.0	1	1	1	-12.6811594202899	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
1059954728	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								CRM	CRIMINAL						CRM			0	173	173	17	4	-5.0	1	1	1	-12.6811594202899	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	4	Finglas, Dublin City, Ireland	EI	EI33	18299	53.3892	-6.29694	-1502826	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
1059954729	20220824	202208	2022	2022.6411	IRL	IRISH	IRL								CVL	VILLAGE						CVL			0	043	043	04	1	2.8	2	1	2	-2.76564774381369	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954730	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								IRLCVL	IRELAND	IRL					CVL			0	020	020	02	1	3.0	2	1	2	-2.76564774381369	5	County Kerry, Kerry, Ireland	EI	EI11	18290	52.1667	-9.75	-1503613	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	5	County Kerry, Kerry, Ireland	EI	EI11	18290	52.1667	-9.75	-1503613	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954731	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								IRLCVL	IRELAND	IRL					CVL			0	043	043	04	1	2.8	4	1	4	-2.76564774381369	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954732	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								RUS	RUSSIA	RUS								0	020	020	02	1	3.0	2	1	2	-2.76564774381369	5	County Kerry, Kerry, Ireland	EI	EI11	18290	52.1667	-9.75	-1503613	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954733	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								RUS	RUSSIA	RUS								0	020	020	02	1	3.0	2	1	2	-2.76564774381369	4	Frisland, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.5833	-6.6	-2596563	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954734	20220824	202208	2022	2022.6411	IRL	IRISH	IRL								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	2	1	2	-2.76564774381369	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954735	20220824	202208	2022	2022.6411	IRL	IRISH	IRL								RUS	RUSSIA	RUS								0	042	042	04	1	1.9	2	1	2	-2.76564774381369	4	Frisland, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.5833	-6.6	-2596563	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	1	Iceland	IC	IC		65	-18	IC	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954736	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								THA	THAILAND	THA								0	040	040	04	1	1.0	2	1	2	2.30547550432277	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	4	Donegal, Donegal, Ireland	EI	EI06	18287	54.65	-8.11667	-1502376	20220824103000	https://donegalnews.com/2022/08/historic-steam-engine-offically-launched-in-donegal/
1059954737	20220824	202208	2022	2022.6411	IRL	IRELAND	IRL								THA	THAILAND	THA								0	040	040	04	1	1.0	2	1	2	2.30547550432277	4	Drumboe, Donegal, Ireland	EI	EI06	18287	54.8125	-7.77306	-1502504	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20220824103000	https://donegalnews.com/2022/08/historic-steam-engine-offically-launched-in-donegal/
1059954738	20220824	202208	2022	2022.6411	IRLCVL	IRELAND	IRL					CVL			IRL	IRELAND	IRL								0	020	020	02	1	3.0	2	1	2	-2.76564774381369	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	5	County Kerry, Kerry, Ireland	EI	EI11	18290	52.1667	-9.75	-1503613	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954739	20220824	202208	2022	2022.6411	IRLCVL	IRELAND	IRL					CVL			IRL	IRELAND	IRL								0	042	042	04	1	1.9	4	1	4	-2.76564774381369	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	4	Fenit, Kerry, Ireland	EI	EI11	18290	52.2808	-9.8675	-1502800	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954740	20220824	202208	2022	2022.6411	IRLREL	IRELAND	IRL								IRL	IRELAND	IRL								0	010	010	01	1	0.0	2	1	2	-9.98531571218795	5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	20220824103000	https://extra.ie/2022/08/24/news/ireland-haven-human-traffickers
1059954741	20220824	202208	2022	2022.6411	IRN	IRAN	IRN																		0	120	120	12	3	-4.0	2	1	2	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	0								4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954742	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								AZE	AZERBAIJAN	AZE								0	030	030	03	1	4.0	2	1	2	-0.58181818181818	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220824103000	https://tass.com/pressreview/1497505
1059954743	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								AZE	AZERBAIJAN	AZE								0	030	030	03	1	4.0	6	1	6	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220824103000	https://tass.com/pressreview/1497505
1059954744	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								AZE	AZERBAIJAN	AZE								0	030	030	03	1	4.0	2	1	2	-0.58181818181818	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220824103000	https://tass.com/pressreview/1497505
1059954745	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								GOV	PRESIDENT						GOV			1	030	030	03	1	4.0	5	1	5	-1.30260521042084	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20220824103000	https://cnsnews.com/article/international/patrick-goodenough/iranian-regime-briefs-its-parliament-over-nuclear-deal
1059954746	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	3	1	3	-1.30260521042084	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824103000	https://cnsnews.com/article/international/patrick-goodenough/iranian-regime-briefs-its-parliament-over-nuclear-deal
1059954747	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUS	VLADIMIR	RUS								0	013	013	01	1	0.4	2	1	2	-0.58181818181818	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954748	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUS	VLADIMIR	RUS								0	013	013	01	1	0.4	6	1	6	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954749	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUS	VLADIMIR	RUS								0	054	054	05	1	6.0	2	1	2	-0.58181818181818	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954750	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUS	VLADIMIR	RUS								0	054	054	05	1	6.0	6	1	6	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954751	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			0	013	013	01	1	0.4	2	1	2	-0.58181818181818	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954752	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			0	013	013	01	1	0.4	6	1	6	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954753	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			0	013	013	01	1	0.4	2	1	2	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954754	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			0	054	054	05	1	6.0	2	1	2	-0.58181818181818	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954755	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			0	054	054	05	1	6.0	6	1	6	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	20220824103000	https://tass.com/pressreview/1497505
1059954756	20220824	202208	2022	2022.6411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			0	054	054	05	1	6.0	2	1	2	-0.58181818181818	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Vadar, Esfahan, Iran	IR	IR28	40941	32.8898	52.3255	6013200	4	Domodedovo, Moskovskaya Oblast', Russia	RS	RS47	25075	55.4413	37.7537	-2902898	20220824103000	https://tass.com/pressreview/1497505
1059954757	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								JORELI	HASSAN	JOR					ELI			1	040	040	04	1	1.0	1	1	1	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954758	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								1	010	010	01	1	0.0	2	1	2	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954759	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	013	013	01	1	0.4	2	1	2	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954760	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	013	013	01	1	0.4	6	1	6	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954761	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	013	013	01	1	0.4	2	1	2	-4.80427046263345	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954762	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	BEIRUT	LBN								1	046	046	04	1	7.0	4	1	4	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954763	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	110	110	11	3	-2.0	2	1	2	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954764	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	110	110	11	3	-2.0	6	1	6	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954765	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								LBN	LEBANON	LBN								0	110	110	11	3	-2.0	2	1	2	-4.80427046263345	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954766	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								PSE	PALESTINIAN	PSE								1	040	040	04	1	1.0	1	1	1	-4.80427046263345	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954767	20220824	202208	2022	2022.6411	ISR	ISRAEL	ISR								PSE	PALESTINE	PSE								1	0841	084	08	2	7.0	4	1	4	2.04081632653061	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220824103000	https://junkee.com/bella-hadid-free-palestine/339483
1059954768	20220824	202208	2022	2022.6411	ITA	ITALY	ITA																		1	012	012	01	1	-0.4	2	1	2	3.55731225296442	4	Caprese, Toscana, Italy	IT	IT16	18399	43.65	11.9833	-113211	0								4	Caprese, Toscana, Italy	IT	IT16	18399	43.65	11.9833	-113211	20220824103000	https://www.fredericknewspost.com/news/lifestyle/food/how-to-make-a-caprese-salad-one-of-summers-greatest-dishes/article_d66f259b-8fb5-5e07-97fc-d0e0464fa8e1.html
1059954769	20220824	202208	2022	2022.6411	ITA	ITALY	ITA																		1	012	012	01	1	-0.4	2	1	2	3.55731225296442	4	Caprese, Toscana, Italy	IT	IT16	18399	43.65	11.9833	-113211	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220824103000	https://www.fredericknewspost.com/news/lifestyle/food/how-to-make-a-caprese-salad-one-of-summers-greatest-dishes/article_d66f259b-8fb5-5e07-97fc-d0e0464fa8e1.html
1059954770	20220824	202208	2022	2022.6411	ITA	ITALY	ITA																		0	043	043	04	1	2.8	2	1	2	-0.2868068833652	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220824103000	http://www.msn.com/en-us/movies/news/captain-america-s-failed-film-still-earned-a-stan-lee-adaptation/ar-AA112wZx
1059954771	20220824	202208	2022	2022.6411	ITA	ITALY	ITA								USA	UNITED STATES	USA								1	080	080	08	2	5.0	2	1	2	-0.2868068833652	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824103000	http://www.msn.com/en-us/movies/news/captain-america-s-failed-film-still-earned-a-stan-lee-adaptation/ar-AA112wZx
1059954772	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	030	030	03	1	4.0	1	1	1	-0.45662100456621	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954773	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	030	030	03	1	4.0	4	1	4	-0.45662100456621	1	Jordan	JO	JO		31	36	JO	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954774	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	046	046	04	1	7.0	2	1	2	-0.45662100456621	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954775	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	046	046	04	1	7.0	8	1	8	-0.45662100456621	1	Jordan	JO	JO		31	36	JO	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954776	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	057	057	05	1	8.0	1	1	1	-0.45662100456621	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	1	Jordan	JO	JO		31	36	JO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
