1059978853	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	2	1	2	0.38910505836576	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824133000	https://www.tahlequahdailypress.com/opinion/columns/letter-both-sides-need-equal-emphasis/article_d9bf25f0-7769-5e97-b1f9-f0335e8cfcbb.html
1059978854	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	4	1	4	-0.33222591362126	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220824133000	https://www.grandforksherald.com/opinion/columns/mike-jacobs-what-a-week-in-north-dakota-politics
1059978855	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	111	111	11	3	-2.0	4	1	4	2.0746887966805	3	Mille Lacs Lake, Minnesota, United States	US	USMN	MN095	46.2426	-93.6462	647859	0								3	Mille Lacs Lake, Minnesota, United States	US	USMN		46.2426	-93.6462	647859	20220824133000	https://www.messagemedia.co/millelacs/dishing-up-classic-bites/article_c832506e-2311-11ed-83af-8f155aebd839.html
1059978856	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	111	111	11	3	-2.0	4	1	4	1.17252931323283	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								3	Whiskey Row, Illinois, United States	US	USIL		41.8192	-87.6653	1772684	20220824133000	https://www.courier-journal.com/story/news/local/2022/08/24/new-hotel-proposed-intersection-near-kfc-yum-center/65415956007/
1059978857	20220824	202208	2022	2022.6411	USA	FLORIDA	USA																		1	112	112	11	3	-2.0	7	1	7	-3.92638036809816	3	University Of Miami, Florida, United States	US	USFL	FL086	25.7195	-80.2787	292693	0								3	University Of Miami, Florida, United States	US	USFL		25.7195	-80.2787	292693	20220824133000	http://www.msn.com/en-nz/news/world/controversy-as-florida-fisherman-filmed-dragging-shark-and-stabbing-it-in-head-i-am-speechless/ar-AA111Kga
1059978858	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	1	1	1	1.17252931323283	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824133000	https://www.courier-journal.com/story/news/local/2022/08/24/new-hotel-proposed-intersection-near-kfc-yum-center/65415956007/
1059978859	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	128	128	12	3	-5.0	2	1	2	-6.93069306930693	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824133000	https://www.1490wosh.com/news/paul-newmans-daughters-sue-family-foundation/
1059978860	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	1	1	1	1.17252931323283	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824133000	https://www.courier-journal.com/story/news/local/2022/08/24/new-hotel-proposed-intersection-near-kfc-yum-center/65415956007/
1059978861	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	1	1	1	1.17252931323283	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824133000	https://www.courier-journal.com/story/news/local/2022/08/24/new-hotel-proposed-intersection-near-kfc-yum-center/65415956007/
1059978862	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	4	1	4	-9.07504363001746	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220824133000	https://www.mirror.co.uk/news/world-news/notorious-mob-boss-killed-vengeful-27820446
1059978863	20220824	202208	2022	2022.6411	USA	LOUISIANA	USA																		1	180	180	18	4	-9.0	8	1	8	0	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220824133000	https://987theriver.iheart.com/featured/mark/content/2022-08-24-louisiana-man-ambushed-by-army-of-adorable-kittens/
1059978864	20220824	202208	2022	2022.6411	USA	CHICAGO	USA																		1	193	193	19	4	-10.0	7	1	7	-5.98958333333334	3	Woodlawn, Illinois, United States	US	USIL	IL081	38.3301	-89.0326	421448	0								3	Woodlawn, Illinois, United States	US	USIL	IL081	38.3301	-89.0326	421448	20220824133000	https://www.fox32chicago.com/news/2-killed-8-wounded-in-chicago-shootings-tuesday
1059978865	20220824	202208	2022	2022.6411	USA	BUFFALO	USA								AFR	AFRICA	AFR								0	042	042	04	1	1.9	2	1	2	0.67681895093062	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059978866	20220824	202208	2022	2022.6411	USA	BUFFALO	USA								AFR	AFRICA	AFR								0	043	043	04	1	2.8	2	1	2	0.67681895093062	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	4	Buffalo River, Western Cape, South Africa	SF	SF11	77357	-33.014	23.4974	-1216258	20220824133000	http://7thspace.com/headlines/1909649/south_africa__mabuyane_monitors_progress_on_provincial_infrastructure_projects.html
1059978867	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								BEL	BELGIUM	BEL								0	042	042	04	1	1.9	2	1	2	-5.49581839904421	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059978868	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								BEL	BELGIUM	BEL								0	042	042	04	1	1.9	2	1	2	-5.49581839904421	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	1	Nigeria	NI	NI		10	8	NI	1	United Kingdom	UK	UK		54	-4	UK	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059978869	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	013	013	01	1	0.4	4	1	4	-2.62295081967213	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220824133000	https://www.nbcnews.com/meet-the-press/meetthepressblog/midterm-elections-roundup-primary-results-florida-new-york-oklahoma-rcna44561
1059978870	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	013	013	01	1	0.4	4	1	4	-2.19638242894057	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824133000	https://www.nbcnews.com/meet-the-press/first-read/ny-special-election-results-provide-latest-signs-2022-environment-chan-rcna44566
1059978871	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	071	071	07	2	7.4	2	1	2	1.17252931323283	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220824133000	https://www.courier-journal.com/story/news/local/2022/08/24/new-hotel-proposed-intersection-near-kfc-yum-center/65415956007/
1059978872	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	016	016	01	1	-2.0	1	1	1	-6.76229508196721	2	California, United States	US	USCA		36.17	-119.746	CA	1	Taiwan	TW	TW		24	121	TW	2	California, United States	US	USCA		36.17	-119.746	CA	20220824133000	https://www.bignewsnetwork.com/news/272664597/peloss-husband-is-spared-jail-time
1059978873	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	POLICE						COP			0	036	036	03	1	4.0	2	1	2	-1.43266475644699	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824133000	https://www.starnewsonline.com/story/news/2022/08/24/wilmington-police-department-looks-secure-40-000-museum/10352487002/
1059978874	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	12	1	8	-9.97732426303859	3	Burlington, Iowa, United States	US	USIA	IA057	40.8075	-91.1129	454995	3	Burlington, Iowa, United States	US	USIA	IA057	40.8075	-91.1129	454995	3	Burlington, Iowa, United States	US	USIA	IA057	40.8075	-91.1129	454995	20220824133000	https://www.desmoinesregister.com/story/news/crime-and-courts/2022/08/24/five-iowans-prison-over-362-pounds-meth-discovered-arizona/7873275001/
1059978875	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								COP	POLICE						COP			1	180	180	18	4	-9.0	4	1	4	-4.22885572139304	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220824133000	https://www.wmtw.com/article/police-seek-suspects-assault-child-maine-playground/40966521
1059978876	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			1	090	090	09	2	-2.0	2	1	2	-1.98019801980198	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824133000	https://www.theepochtimes.com/biden-allegedly-implicated-in-trump-raid-calls-to-investigate-fauci-grow-despite-resignation_4684818.html
1059978877	20220824	202208	2022	2022.6411	USA	IOWA	USA								CVL	ENGINEER						CVL			0	020	020	02	1	3.0	4	1	4	-1.90597204574333	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220824133000	https://www.forbes.com/sites/craighooper/2022/08/24/new-contract-resolves-labor-standoff-at-iowa-army-ammunition-plant/
1059978878	20220824	202208	2022	2022.6411	USA	UTAH	USA								CVL	HIKER						CVL			1	182	182	18	4	-9.5	10	1	10	-2.96610169491526	0								0								0								20220824133000	https://www.newsbreak.com/news/2717090901486/missing-hiker-found-dead-in-utah-s-zion-national-park
1059978879	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			1	013	013	01	1	0.4	2	1	2	-5.49581839904421	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	3	Anniston, Alabama, United States	US	USAL	AL015	33.6598	-85.8316	159066	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059978880	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	020	020	02	1	3.0	4	1	4	-3.50584307178631	3	University Of Wisconsin, Wisconsin, United States	US	USWI	WI141	44.6411	-90.1335	1575931	3	University Of Wisconsin, Wisconsin, United States	US	USWI		44.6411	-90.1335	1575931	3	University Of Wisconsin, Wisconsin, United States	US	USWI		44.6411	-90.1335	1575931	20220824133000	https://badgerherald.com/news/2022/08/24/wisconsin-health-officials-prepared-against-monkeypox-virus/
1059978881	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	020	020	02	1	3.0	8	1	8	-4.22885572139304	3	Penobscot County, Maine, United States	US	USME	ME019	45.2506	-68.6661	581295	3	Penobscot County, Maine, United States	US	USME		45.2506	-68.6661	581295	3	Penobscot County, Maine, United States	US	USME		45.2506	-68.6661	581295	20220824133000	https://www.wmtw.com/article/police-seek-suspects-assault-child-maine-playground/40966521
1059978882	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	040	040	04	1	1.0	4	1	4	0	3	Onamia, Minnesota, United States	US	USMN	MN095	46.0705	-93.6677	648967	3	Onamia, Minnesota, United States	US	USMN	MN095	46.0705	-93.6677	648967	3	Onamia, Minnesota, United States	US	USMN	MN095	46.0705	-93.6677	648967	20220824133000	https://www.messagemedia.co/millelacs/onamia-schools-plan-for-first-day-of-school-year/article_aa00bc30-2315-11ed-a382-ffa1c1a274c2.html
1059978883	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	1	1	1	-0.636942675159234	3	Ball State University, Indiana, United States	US	USIN	IN035	40.1995	-85.4125	449616	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220824133000	https://www.thestarpress.com/story/news/local/2022/08/24/school-board-ballots-filling-up-but-still-no-races/65416656007/
1059978884	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	5	1	5	-0.636942675159234	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220824133000	https://www.thestarpress.com/story/news/local/2022/08/24/school-board-ballots-filling-up-but-still-no-races/65416656007/
1059978885	20220824	202208	2022	2022.6411	USA	DELAWARE	USA								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	-0.636942675159234	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220824133000	https://www.thestarpress.com/story/news/local/2022/08/24/school-board-ballots-filling-up-but-still-no-races/65416656007/
1059978886	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	STUDENT						EDU			0	071	071	07	2	7.4	4	1	4	3.02013422818792	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824133000	https://www.thecentersquare.com/georgia/georgias-kemp-appropriates-another-37-4-million-in-federal-covid-relief-funds/article_4e1d2db2-23ac-11ed-924b-ffdb356fbeda.html
1059978887	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	180	180	18	4	-9.0	8	1	8	-4.22885572139304	3	Penobscot County, Maine, United States	US	USME	ME019	45.2506	-68.6661	581295	3	Penobscot County, Maine, United States	US	USME		45.2506	-68.6661	581295	3	Penobscot County, Maine, United States	US	USME		45.2506	-68.6661	581295	20220824133000	https://www.wmtw.com/article/police-seek-suspects-assault-child-maine-playground/40966521
1059978888	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								ELI	ACTOR						ELI			1	180	180	18	4	-9.0	2	1	2	-6.93069306930693	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20220824133000	https://www.1490wosh.com/news/paul-newmans-daughters-sue-family-foundation/
1059978889	20220824	202208	2022	2022.6411	USA	TEXAS	USA								EUR	EUROPE	EUR								0	042	042	04	1	1.9	1	1	1	-4.82352941176471	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824133000	https://smokymountainnews.com/opinion/item/34172-successful-tyrants-sell-big-lies
1059978890	20220824	202208	2022	2022.6411	USA	TEXAS	USA								EUR	EUROPE	EUR								0	042	042	04	1	1.9	7	1	7	-4.82352941176471	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824133000	https://smokymountainnews.com/opinion/item/34172-successful-tyrants-sell-big-lies
1059978891	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								EUR	EUROPE	EUR								0	043	043	04	1	2.8	2	1	2	-4.82352941176471	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824133000	https://smokymountainnews.com/opinion/item/34172-successful-tyrants-sell-big-lies
1059978892	20220824	202208	2022	2022.6411	USA	TEXAS	USA								EUR	EUROPE	EUR								0	043	043	04	1	2.8	8	1	8	-4.82352941176471	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824133000	https://smokymountainnews.com/opinion/item/34172-successful-tyrants-sell-big-lies
1059978893	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								FRA	FRANCE	FRA								0	090	090	09	2	-2.0	5	1	5	-1.28956623681125	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824133000	https://markets.buffalonews.com/buffnews/article/bizwire-2022-8-24-the-nation-state-of-cyber-64-of-businesses-suspect-theyve-been-targeted-or-impacted-by-nation-state-attacks
1059978894	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	020	020	02	1	3.0	4	1	4	1.51515151515152	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220824133000	https://www.jacksonprogress-argus.com/news/mystery-plant-pine-lily-lilium-catesbaei/article_8e4bb0cb-0c6b-5632-b775-57b9e4d0aed1.html
1059978895	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	090	090	09	2	-2.0	3	1	3	-1.28956623681125	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	20220824133000	https://markets.buffalonews.com/buffnews/article/bizwire-2022-8-24-the-nation-state-of-cyber-64-of-businesses-suspect-theyve-been-targeted-or-impacted-by-nation-state-attacks
1059978896	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	090	090	09	2	-2.0	2	1	2	-1.28956623681125	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824133000	https://markets.buffalonews.com/buffnews/article/bizwire-2022-8-24-the-nation-state-of-cyber-64-of-businesses-suspect-theyve-been-targeted-or-impacted-by-nation-state-attacks
1059978897	20220824	202208	2022	2022.6411	USA	INDIANA	USA								GHA	GHANA	GHA								0	043	043	04	1	2.8	2	1	2	-5.49581839904421	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059978898	20220824	202208	2022	2022.6411	USA	INDIANA	USA								GHA	GHANA	GHA								0	043	043	04	1	2.8	8	1	8	-5.49581839904421	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824133000	https://www.annistonstar.com/news/anniston/rmc-reports-one-case-of-monkeypox/article_f047f3f2-2374-11ed-9e79-e74984f5bc01.html
1059978899	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GOV	STATE ATTORNEY GENERAL						GOV			0	014	014	01	1	0.0	3	1	3	-0.18050541516246	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824133000	https://www.dailycommercial.com/story/news/politics/elections/2022/08/23/lake-county-election-results-who-won-tuesdays-vote/7879918001/
1059978900	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	6	1	6	-2.55839822024471	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Zhongxing, Jilin, China	CH	CH05	13176	43.2593	129.612	10869939	4	Zhongxing, Jilin, China	CH	CH05	13176	43.2593	129.612	10869939	20220824133000	https://hir.harvard.edu/ztes-revenge-russias-technological-power-vacuum-in-the-wake-of-the-ukraine-war/
1059978901	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GOV	ADVISORY BOARD						GOV			1	120	120	12	3	-4.0	4	1	4	-0.59952038369304	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824133000	https://shelterislandreporter.timesreview.com/2022/08/24/shelter-island-comprehensive-plan-committee-member-says-its-independence-is-compromised-town-attorney-denies-charge/
1059978902	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			0	172	172	17	4	-5.0	6	1	6	-2.55839822024471	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Zhongxing, Jilin, China	CH	CH05	13176	43.2593	129.612	10869939	4	Zhongxing, Jilin, China	CH	CH05	13176	43.2593	129.612	10869939	20220824133000	https://hir.harvard.edu/ztes-revenge-russias-technological-power-vacuum-in-the-wake-of-the-ukraine-war/
1059978903	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			0	172	172	17	4	-5.0	4	1	4	-2.55839822024471	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Zhongxing, Jilin, China	CH	CH05	13176	43.2593	129.612	10869939	20220824133000	https://hir.harvard.edu/ztes-revenge-russias-technological-power-vacuum-in-the-wake-of-the-ukraine-war/
1059978904	20220824	202208	2022	2022.6411	USA	OHIO	USA								GOVBUS	PEOPLES BANK						GOV	BUS		1	042	042	04	1	1.9	7	1	7	1.54043645699615	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220824133000	https://woub.org/2022/08/24/the-fab-four-to-bring-world-renowned-beatles-tribute-to-marietta/
1059978905	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								HLH	HOSPITAL						HLH			1	051	051	05	1	3.4	8	1	4	-3.64238410596027	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824133000	https://www.wdsu.com/article/lafourche-parish-sheriff-medical-emergency-1661284933/40970897
1059978906	20220824	202208	2022	2022.6411	USA	MILWAUKEE	USA								JPN	JAPANESE	JPN								0	172	172	17	4	-5.0	10	1	10	-3.10734463276836	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Muskego, Wisconsin, United States	US	USWI	WI133	42.9058	-88.139	1570056	3	Muskego, Wisconsin, United States	US	USWI	WI133	42.9058	-88.139	1570056	20220824133000	https://www.kenoshanews.com/news/local/guest-commentary-teaching-the-truth-in-american-classrooms-what-we-can-learn-from-germany/article_05a0af42-2243-11ed-b84c-f7e9562539c2.html
1059978907	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			0	010	010	01	1	0.0	2	1	2	-7.83132530120482	3	Putnam County, Florida, United States	US	USFL	FL107	29.6669	-81.7493	306910	3	Putnam County, Florida, United States	US	USFL		29.6669	-81.7493	306910	3	Putnam County, Florida, United States	US	USFL		29.6669	-81.7493	306910	20220824133000	https://www.usatoday.com/story/news/nation/2022/08/24/mail-carrier-dies-five-dogs-attacked/7882836001/
1059978908	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			0	010	010	01	1	0.0	3	1	3	-7.83132530120482	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824133000	https://www.usatoday.com/story/news/nation/2022/08/24/mail-carrier-dies-five-dogs-attacked/7882836001/
1059978909	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								LEG	SENATE						LEG			0	014	014	01	1	0.0	1	1	1	-0.18050541516246	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824133000	https://www.dailycommercial.com/story/news/politics/elections/2022/08/23/lake-county-election-results-who-won-tuesdays-vote/7879918001/
1059978910	20220824	202208	2022	2022.6411	USA	IOWA	USA								MIL	LIEUTENANT COLONEL						MIL			1	036	036	03	1	4.0	4	1	4	1.02739726027397	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220824133000	https://www.desmoinesregister.com/story/news/politics/2022/08/24/sarah-huckabee-sanders-iowa-senator-joni-ernst-2022-roast-ride/7879917001/
1059978911	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								MNCUSA	FORD MOTOR	USA					MNC			1	190	190	19	4	-10.0	1	1	1	-1.40845070422535	3	Lawrenceville, Georgia, United States	US	USGA	GA135	33.9562	-83.988	316699	3	Lawrenceville, Georgia, United States	US	USGA	GA135	33.9562	-83.988	316699	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824133000	https://www.heraldglobe.com/news/272664612/shaji-baby-john-chairman-of-kings-infra-ventures-limited-receiving-the-technology-license-agreement-from-dr-leela-edwin-director-icar-cift
1059978912	20220824	202208	2022	2022.6411	USA	NORTH DAKOTA	USA								REF	REFUGEE						REF			1	043	043	04	1	2.8	10	1	10	-8.29875518672199	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220824133000	https://www.news-journal.com/where-refugees-in-north-dakota-are-arriving-from/collection_ca1c5e59-4c97-535c-8e30-e7e87ff996f2.html
1059978913	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								RUS	KAZAN	RUS								0	020	020	02	1	3.0	1	1	1	1.48911798396334	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220824133000	https://www.prnewswire.com/news-releases/glass-house-brands-forms-genetics-and-nursery-partnership-with-seed-junky-301611633.html
